sample_id,repository,bug_id,commit,id,file,function,loc,complexity,max_nesting,num_args,num_returns,num_calls,file_imports,caller_count,callee_count,dependency_count,degree,betweenness,pagerank,label
keras_29_a341c014412c_tests/keras/test_sequential_model.py_test_sequential_fit_generator_0,keras,29,a341c014412cbfc86a9dd9816ae228e398dff3a2,tests/keras/test_sequential_model.py:test_sequential_fit_generator,tests/keras/test_sequential_model.py,test_sequential_fit_generator,34,4,2,0,0,26,15,0,1,0,2,0.0,0.00033972651978840746,0
keras_29_a341c014412c_keras/backend/cntk_backend.py__moments_0,keras,29,a341c014412cbfc86a9dd9816ae228e398dff3a2,keras/backend/cntk_backend.py:_moments,keras/backend/cntk_backend.py,_moments,25,6,2,4,1,13,9,1,3,0,5,0.0,0.0003606610757738531,0
keras_29_a341c014412c_keras/engine/training.py__check_loss_and_target_compatibility_0,keras,29,a341c014412cbfc86a9dd9816ae228e398dff3a2,keras/engine/training.py:_check_loss_and_target_compatibility,keras/engine/training.py,_check_loss_and_target_compatibility,48,8,4,3,0,7,14,1,0,0,2,0.0,0.00047639756058126493,0
keras_3_c0d1709cbae3_keras/models.py__clone_functional_model_1,keras,3,c0d1709cbae3d05efc6dd224230012bc120be8e5,keras/models.py:_clone_functional_model,keras/models.py,_clone_functional_model,144,24,6,2,1,38,15,1,0,0,2,0.0,0.001408450839399707,1
keras_3_c0d1709cbae3_keras/backend/theano_backend.py_argmin_0,keras,3,c0d1709cbae3d05efc6dd224230012bc120be8e5,keras/backend/theano_backend.py:argmin,keras/backend/theano_backend.py,argmin,2,1,0,2,1,1,21,0,0,0,1,0.0,0.0002946436674882425,0
keras_3_c0d1709cbae3_keras/initializers.py___init___0,keras,3,c0d1709cbae3d05efc6dd224230012bc120be8e5,keras/initializers.py:__init__,keras/initializers.py,__init__,4,1,0,4,0,0,7,0,0,0,1,0.0,0.0003061965472544131,0
keras_3_c0d1709cbae3_keras/layers/cudnn_recurrent.py_call_0,keras,3,c0d1709cbae3d05efc6dd224230012bc120be8e5,keras/layers/cudnn_recurrent.py:call,keras/layers/cudnn_recurrent.py,call,40,11,3,5,2,17,11,0,1,0,2,0.0,0.00030964168418991846,0
keras_30_c08ef613af27_keras/engine/training.py_fit_generator_1,keras,30,c08ef613af27da896cee168daeee5c6fad1980b6,keras/engine/training.py:fit_generator,keras/engine/training.py,fit_generator,329,37,5,14,1,62,14,0,6,0,7,0.0,0.00033592852142834987,1
keras_30_c08ef613af27_keras/engine/training.py_evaluate_generator_1,keras,30,c08ef613af27da896cee168daeee5c6fad1980b6,keras/engine/training.py:evaluate_generator,keras/engine/training.py,evaluate_generator,149,25,4,7,2,44,14,1,2,0,4,0.0,0.00038326738107310993,1
keras_30_c08ef613af27_examples/mnist_net2net.py_make_wider_student_model_0,keras,30,c08ef613af27da896cee168daeee5c6fad1980b6,examples/mnist_net2net.py:make_wider_student_model,examples/mnist_net2net.py,make_wider_student_model,48,1,0,7,0,36,8,1,2,0,4,0.0,0.0006364748804602344,0
keras_30_c08ef613af27_tests/keras/utils/multi_gpu_test.py_multi_gpu_application_folder_generator_benchmark_0,keras,30,c08ef613af27da896cee168daeee5c6fad1980b6,tests/keras/utils/multi_gpu_test.py:multi_gpu_application_folder_generator_benchmark,tests/keras/utils/multi_gpu_test.py,multi_gpu_application_folder_generator_benchmark,71,3,2,0,0,20,9,0,0,0,1,0.0,0.00035921472959804724,0
keras_30_c08ef613af27_keras/engine/topology.py_build_0,keras,30,c08ef613af27da896cee168daeee5c6fad1980b6,keras/engine/topology.py:build,keras/engine/topology.py,build,11,1,0,2,0,0,20,2,0,0,3,0.0,0.0006310821283995187,0
keras_30_c08ef613af27_keras/backend/theano_backend.py_ctc_path_probs_0,keras,30,c08ef613af27da896cee168daeee5c6fad1980b6,keras/backend/theano_backend.py:ctc_path_probs,keras/backend/theano_backend.py,ctc_path_probs,21,1,0,3,2,14,18,1,5,0,7,0.0,0.00042774673798909237,0
keras_30_c08ef613af27_examples/cifar10_cnn_capsule.py___init___0,keras,30,c08ef613af27da896cee168daeee5c6fad1980b6,examples/cifar10_cnn_capsule.py:__init__,examples/cifar10_cnn_capsule.py,__init__,16,2,1,7,0,3,9,0,0,0,1,0.0,0.0003445522338900674,0
keras_30_c08ef613af27_keras/models.py__gather_list_attr_0,keras,30,c08ef613af27da896cee168daeee5c6fad1980b6,keras/models.py:_gather_list_attr,keras/models.py,_gather_list_attr,5,2,1,2,1,1,20,2,0,0,3,0.0,0.0009553102830837182,0
keras_31_ced81968b0e9_keras/backend/tensorflow_backend.py_ctc_batch_cost_1,keras,31,ced81968b0e9d8b1389e6580721ac60d9cf3ca60,keras/backend/tensorflow_backend.py:ctc_batch_cost,keras/backend/tensorflow_backend.py,ctc_batch_cost,26,1,0,4,1,11,19,0,5,0,6,0.0,0.0003273266592771306,1
keras_31_ced81968b0e9_keras/initializers.py_glorot_normal_0,keras,31,ced81968b0e9d8b1389e6580721ac60d9cf3ca60,keras/initializers.py:glorot_normal,keras/initializers.py,glorot_normal,22,1,0,1,1,1,7,0,0,0,1,0.0,0.00033702507556272027,0
keras_31_ced81968b0e9_keras/engine/topology.py_compute_output_shape_0,keras,31,ced81968b0e9d8b1389e6580721ac60d9cf3ca60,keras/engine/topology.py:compute_output_shape,keras/engine/topology.py,compute_output_shape,20,2,1,2,1,5,20,2,1,0,4,0.0,0.00042979549126554123,0
keras_31_ced81968b0e9_keras/models.py_load_model_0,keras,31,ced81968b0e9d8b1389e6580721ac60d9cf3ca60,keras/models.py:load_model,keras/models.py,load_model,112,16,3,3,7,28,20,0,3,0,4,0.0,0.0003945915789006491,0
keras_32_a3d160b9467c_keras/callbacks.py_on_epoch_end_1,keras,32,a3d160b9467c99cbb27f9aa0382c759f45c8ee66,keras/callbacks.py:on_epoch_end,keras/callbacks.py,on_epoch_end,32,8,2,3,3,15,18,0,2,0,3,0.0,0.0003412366672113446,1
keras_32_a3d160b9467c_keras/callbacks.py___init___1,keras,32,a3d160b9467c99cbb27f9aa0382c759f45c8ee66,keras/callbacks.py:__init__,keras/callbacks.py,__init__,34,7,1,8,0,3,18,0,1,0,2,0.0,0.0003412366672113446,1
keras_32_a3d160b9467c_keras/callbacks.py__reset_1,keras,32,a3d160b9467c99cbb27f9aa0382c759f45c8ee66,keras/callbacks.py:_reset,keras/callbacks.py,_reset,17,3,1,1,0,3,18,2,0,0,3,0.0,0.000913807963696567,1
keras_32_a3d160b9467c_keras/activations.py_softmax_0,keras,32,a3d160b9467c99cbb27f9aa0382c759f45c8ee66,keras/activations.py:softmax,keras/activations.py,softmax,22,3,2,2,2,6,7,0,0,0,1,0.0,0.0003471365017220893,0
keras_32_a3d160b9467c_keras/layers/recurrent.py_call_0,keras,32,a3d160b9467c99cbb27f9aa0382c759f45c8ee66,keras/layers/recurrent.py:call,keras/layers/recurrent.py,call,35,9,2,4,1,10,10,0,5,0,6,0.0,0.00033209306230367735,0
keras_32_a3d160b9467c_keras/models.py_get_config_0,keras,32,a3d160b9467c99cbb27f9aa0382c759f45c8ee66,keras/models.py:get_config,keras/models.py,get_config,9,3,1,1,2,5,20,4,1,0,6,0.0,0.0017374769138715205,0
keras_32_a3d160b9467c_tests/keras/legacy/interface_test.py_test_gru_legacy_interface_0,keras,32,a3d160b9467c99cbb27f9aa0382c759f45c8ee66,tests/keras/legacy/interface_test.py:test_gru_legacy_interface,tests/keras/legacy/interface_test.py,test_gru_legacy_interface,24,1,0,0,0,12,5,0,0,0,1,0.0,0.00033256039869100656,0
keras_32_a3d160b9467c_keras/engine/topology.py__collect_input_shape_0,keras,32,a3d160b9467c99cbb27f9aa0382c759f45c8ee66,keras/engine/topology.py:_collect_input_shape,keras/engine/topology.py,_collect_input_shape,19,5,2,1,2,5,20,1,1,0,3,0.0,0.0003540139673368407,0
keras_32_a3d160b9467c_keras/layers/convolutional_recurrent.py_from_config_0,keras,32,a3d160b9467c99cbb27f9aa0382c759f45c8ee66,keras/layers/convolutional_recurrent.py:from_config,keras/layers/convolutional_recurrent.py,from_config,2,1,0,2,1,1,12,0,0,0,1,0.0,0.0003357636716196668,0
keras_32_a3d160b9467c_tests/keras/layers/convolutional_test.py_test_conv2d_transpose_0,keras,32,a3d160b9467c99cbb27f9aa0382c759f45c8ee66,tests/keras/layers/convolutional_test.py:test_conv2d_transpose,tests/keras/layers/convolutional_test.py,test_conv2d_transpose,41,5,3,0,0,5,10,0,0,0,1,0.0,0.0003346023096759643,0
keras_32_a3d160b9467c_keras/backend/theano_backend.py_ctc_batch_cost_0,keras,32,a3d160b9467c99cbb27f9aa0382c759f45c8ee66,keras/backend/theano_backend.py:ctc_batch_cost,keras/backend/theano_backend.py,ctc_batch_cost,30,1,0,4,2,3,18,0,1,0,2,0.0,0.00032770992057213775,0
keras_32_a3d160b9467c_tests/keras/utils/data_utils_test.py_test_generator_enqueuer_fail_processes_0,keras,32,a3d160b9467c99cbb27f9aa0382c759f45c8ee66,tests/keras/utils/data_utils_test.py:test_generator_enqueuer_fail_processes,tests/keras/utils/data_utils_test.py,test_generator_enqueuer_fail_processes,7,2,1,0,0,7,18,0,2,0,3,0.0,0.0003340978375502689,0
keras_33_1c9a49781da2_keras/preprocessing/text.py_text_to_word_sequence_1,keras,33,1c9a49781da2101507db23e2014e4e5d16bd2e52,keras/preprocessing/text.py:text_to_word_sequence,keras/preprocessing/text.py,text_to_word_sequence,25,3,1,4,1,9,11,3,0,0,4,0.0,0.0019518842875383524,1
keras_33_1c9a49781da2_keras/backend/cntk_backend.py_switch_0,keras,33,1c9a49781da2101507db23e2014e4e5d16bd2e52,keras/backend/cntk_backend.py:switch,keras/backend/cntk_backend.py,switch,18,4,3,3,1,10,9,0,4,0,5,0.0,0.000328399537848378,0
keras_33_1c9a49781da2_tests/keras/backend/backend_test.py_test_batchnorm_0,keras,33,1c9a49781da2101507db23e2014e4e5d16bd2e52,tests/keras/backend/backend_test.py:test_batchnorm,tests/keras/backend/backend_test.py,test_batchnorm,22,3,2,1,0,12,13,0,0,0,1,0.0,0.0003299374692925864,0
keras_33_1c9a49781da2_keras/engine/topology.py__object_list_uid_0,keras,33,1c9a49781da2101507db23e2014e4e5d16bd2e52,keras/engine/topology.py:_object_list_uid,keras/engine/topology.py,_object_list_uid,3,1,0,1,1,5,20,4,1,0,6,0.0,0.001807297706669306,0
keras_34_7ef5244a2f1f_keras/engine/training.py_fit_generator_1,keras,34,7ef5244a2f1f7f7b76e3c804b82cbb20cdf4d139,keras/engine/training.py:fit_generator,keras/engine/training.py,fit_generator,339,38,6,14,1,65,14,0,6,0,7,0.0,0.0003404350167834111,1
keras_34_7ef5244a2f1f_keras/engine/training.py_evaluate_generator_1,keras,34,7ef5244a2f1f7f7b76e3c804b82cbb20cdf4d139,keras/engine/training.py:evaluate_generator,keras/engine/training.py,evaluate_generator,125,17,4,6,2,34,14,1,2,0,4,0.0,0.00038840816791485934,1
keras_34_7ef5244a2f1f_keras/utils/data_utils.py_on_epoch_end_1,keras,34,7ef5244a2f1f7f7b76e3c804b82cbb20cdf4d139,keras/utils/data_utils.py:on_epoch_end,keras/utils/data_utils.py,on_epoch_end,4,1,0,1,0,0,26,1,0,0,2,0.0,0.00044383673327161766,1
keras_34_7ef5244a2f1f_keras/engine/training.py_predict_generator_1,keras,34,7ef5244a2f1f7f7b76e3c804b82cbb20cdf4d139,keras/engine/training.py:predict_generator,keras/engine/training.py,predict_generator,125,21,5,7,4,27,14,0,2,0,3,0.0,0.0003404350167834111,1
keras_34_7ef5244a2f1f_tests/keras/engine/test_topology.py_test_valid_compute_mask_0,keras,34,7ef5244a2f1f7f7b76e3c804b82cbb20cdf4d139,tests/keras/engine/test_topology.py:test_valid_compute_mask,tests/keras/engine/test_topology.py,test_valid_compute_mask,5,1,0,0,0,4,16,0,0,0,1,0.0,0.000338605530349427,0
keras_34_7ef5244a2f1f_keras/wrappers/scikit_learn.py_predict_0,keras,34,7ef5244a2f1f7f7b76e3c804b82cbb20cdf4d139,keras/wrappers/scikit_learn.py:predict,keras/wrappers/scikit_learn.py,predict,16,1,0,3,1,3,9,1,1,0,3,0.0,0.0005112575882234159,0
keras_34_7ef5244a2f1f_keras/backend/theano_backend.py_moving_average_update_0,keras,34,7ef5244a2f1f7f7b76e3c804b82cbb20cdf4d139,keras/backend/theano_backend.py:moving_average_update,keras/backend/theano_backend.py,moving_average_update,2,1,0,3,1,0,18,0,0,0,1,0.0,0.00033106187493783367,0
keras_34_7ef5244a2f1f_keras/applications/inception_resnet_v2.py_InceptionResNetV2_0,keras,34,7ef5244a2f1f7f7b76e3c804b82cbb20cdf4d139,keras/applications/inception_resnet_v2.py:InceptionResNetV2,keras/applications/inception_resnet_v2.py,InceptionResNetV2,205,18,3,6,1,73,21,0,2,0,3,0.0,0.0003986995371808793,0
keras_34_7ef5244a2f1f_keras/applications/nasnet.py_NASNetMobile_0,keras,34,7ef5244a2f1f7f7b76e3c804b82cbb20cdf4d139,keras/applications/nasnet.py:NASNetMobile,keras/applications/nasnet.py,NASNetMobile,64,1,0,6,1,1,25,0,1,0,2,0.0,0.00036898272061587536,0
keras_34_7ef5244a2f1f_tests/keras/initializers_test.py_test_constant_0,keras,34,7ef5244a2f1f7f7b76e3c804b82cbb20cdf4d139,tests/keras/initializers_test.py:test_constant,tests/keras/initializers_test.py,test_constant,3,1,0,1,0,2,4,0,1,0,2,0.0,0.0003466951081921225,0
keras_34_7ef5244a2f1f_keras/layers/wrappers.py_trainable_0,keras,34,7ef5244a2f1f7f7b76e3c804b82cbb20cdf4d139,keras/layers/wrappers.py:trainable,keras/layers/wrappers.py,trainable,2,1,0,2,0,0,8,0,0,0,1,0.0,0.000341419296555582,0
keras_34_7ef5244a2f1f_tests/integration_tests/test_temporal_data_tasks.py_test_masked_temporal_0,keras,34,7ef5244a2f1f7f7b76e3c804b82cbb20cdf4d139,tests/integration_tests/test_temporal_data_tasks.py:test_masked_temporal,tests/integration_tests/test_temporal_data_tasks.py,test_masked_temporal,35,3,1,0,0,16,10,0,0,0,1,0.0,0.0003524733780797621,0
keras_34_7ef5244a2f1f_tests/test_loss_masking.py_test_masking_0,keras,34,7ef5244a2f1f7f7b76e3c804b82cbb20cdf4d139,tests/test_loss_masking.py:test_masking,tests/test_loss_masking.py,test_masking,12,1,0,0,0,11,8,0,0,0,1,0.0,0.00036898272061587536,0
keras_34_7ef5244a2f1f_tests/keras/backend/backend_test.py_test_resize_images_0,keras,34,7ef5244a2f1f7f7b76e3c804b82cbb20cdf4d139,tests/keras/backend/backend_test.py:test_resize_images,tests/keras/backend/backend_test.py,test_resize_images,19,6,3,1,0,5,12,0,1,0,2,0.0,0.00033300973214244974,0
keras_34_7ef5244a2f1f_keras/initializers.py_get_config_0,keras,34,7ef5244a2f1f7f7b76e3c804b82cbb20cdf4d139,keras/initializers.py:get_config,keras/initializers.py,get_config,2,1,0,1,1,0,7,0,0,0,1,0.0,0.0003409168383044828,0
keras_34_7ef5244a2f1f_keras/applications/resnet50.py_conv_block_0,keras,34,7ef5244a2f1f7f7b76e3c804b82cbb20cdf4d139,keras/applications/resnet50.py:conv_block,keras/applications/resnet50.py,conv_block,46,2,1,6,1,26,23,1,0,0,2,0.0,0.0006163948390053865,0
keras_35_06eaeebecfb7_keras/preprocessing/image.py__get_batches_of_transformed_samples_1,keras,35,06eaeebecfb73c23bfd531013ca172ee3bf5069c,keras/preprocessing/image.py:_get_batches_of_transformed_samples,keras/preprocessing/image.py,_get_batches_of_transformed_samples,37,9,5,2,2,22,16,2,5,0,8,0.0,0.0011183190718602833,1
keras_35_06eaeebecfb7_keras/preprocessing/image.py_standardize_1,keras,35,06eaeebecfb73c23bfd531013ca172ee3bf5069c,keras/preprocessing/image.py:standardize,keras/preprocessing/image.py,standardize,45,11,2,2,1,12,16,1,0,0,2,0.0,0.0005059687414310979,1
keras_35_06eaeebecfb7_keras/initializers.py_deserialize_0,keras,35,06eaeebecfb73c23bfd531013ca172ee3bf5069c,keras/initializers.py:deserialize,keras/initializers.py,deserialize,5,1,0,2,1,2,7,1,0,0,2,0.0,0.0006371260661985047,0
keras_35_06eaeebecfb7_tests/test_documentation.py_handle_module_0,keras,35,06eaeebecfb73c23bfd531013ca172ee3bf5069c,tests/test_documentation.py:handle_module,tests/test_documentation.py,handle_module,9,5,4,1,0,7,6,1,2,0,4,0.0,0.0006675561223334774,0
keras_35_06eaeebecfb7_keras/layers/recurrent.py_recurrent_constraint_0,keras,35,06eaeebecfb73c23bfd531013ca172ee3bf5069c,keras/layers/recurrent.py:recurrent_constraint,keras/layers/recurrent.py,recurrent_constraint,2,1,0,1,1,0,10,0,0,0,1,0.0,0.00033831188617864614,0
keras_35_06eaeebecfb7_keras/backend/cntk_backend.py_cast_0,keras,35,06eaeebecfb73c23bfd531013ca172ee3bf5069c,keras/backend/cntk_backend.py:cast,keras/backend/cntk_backend.py,cast,3,1,0,2,1,0,9,0,0,0,1,0.0,0.00033386184111616605,0
keras_35_06eaeebecfb7_keras/engine/training.py__check_loss_and_target_compatibility_0,keras,35,06eaeebecfb73c23bfd531013ca172ee3bf5069c,keras/engine/training.py:_check_loss_and_target_compatibility,keras/engine/training.py,_check_loss_and_target_compatibility,48,8,4,3,0,7,14,1,0,0,2,0.0,0.00048757150812907523,0
keras_35_06eaeebecfb7_keras/backend/theano_backend.py_moving_average_update_0,keras,35,06eaeebecfb73c23bfd531013ca172ee3bf5069c,keras/backend/theano_backend.py:moving_average_update,keras/backend/theano_backend.py,moving_average_update,2,1,0,3,1,0,18,0,0,0,1,0.0,0.0003338512662689289,0
keras_36_85f011df5a5c_keras/backend/tensorflow_backend.py_separable_conv1d_1,keras,36,85f011df5a5c0fcf1f01b39eca338eb6b7e58401,keras/backend/tensorflow_backend.py:separable_conv1d,keras/backend/tensorflow_backend.py,separable_conv1d,49,5,1,7,1,11,19,0,6,0,7,0.0,0.00033943207246755927,1
keras_36_85f011df5a5c_keras/backend/theano_backend.py_max_0,keras,36,85f011df5a5c0fcf1f01b39eca338eb6b7e58401,keras/backend/theano_backend.py:max,keras/backend/theano_backend.py,max,2,1,0,3,1,1,18,2,0,0,3,0.0,0.0004952578228320172,0
keras_36_85f011df5a5c_tests/keras/backend/backend_test.py_test_stop_gradient_0,keras,36,85f011df5a5c0fcf1f01b39eca338eb6b7e58401,tests/keras/backend/backend_test.py:test_stop_gradient,tests/keras/backend/backend_test.py,test_stop_gradient,10,2,1,1,0,5,12,0,0,0,1,0.0,0.0003415890259284263,0
keras_36_85f011df5a5c_keras/backend/cntk_backend.py_backward_0,keras,36,85f011df5a5c0fcf1f01b39eca338eb6b7e58401,keras/backend/cntk_backend.py:backward,keras/backend/cntk_backend.py,backward,2,1,0,3,1,0,9,0,2,0,3,0.0,0.00033939901570953827,0
keras_37_81f6b3aa5b2b_keras/layers/wrappers.py___init___1,keras,37,81f6b3aa5b2b6215a533180e848a3b4dff851d03,keras/layers/wrappers.py:__init__,keras/layers/wrappers.py,__init__,22,3,1,5,0,7,8,0,2,0,3,0.0,0.0003506661251059979,1
keras_37_81f6b3aa5b2b_keras/layers/recurrent.py___call___1,keras,37,81f6b3aa5b2b6215a533180e848a3b4dff851d03,keras/layers/recurrent.py:__call__,keras/layers/recurrent.py,__call__,46,7,2,5,3,15,10,0,1,0,2,0.0,0.00034417533241412656,1
keras_37_81f6b3aa5b2b_keras/layers/wrappers.py_call_1,keras,37,81f6b3aa5b2b6215a533180e848a3b4dff851d03,keras/layers/wrappers.py:call,keras/layers/wrappers.py,call,53,17,5,5,3,16,8,0,2,0,3,0.0,0.0003506661251059979,1
keras_37_81f6b3aa5b2b_tests/keras/losses_test.py___call___0,keras,37,81f6b3aa5b2b6215a533180e848a3b4dff851d03,tests/keras/losses_test.py:__call__,tests/keras/losses_test.py,__call__,3,1,0,3,1,2,6,0,0,0,1,0.0,0.0003580402177777256,0
keras_37_81f6b3aa5b2b_keras/backend/theano_backend.py__prepare_name_0,keras,37,81f6b3aa5b2b6215a533180e848a3b4dff851d03,keras/backend/theano_backend.py:_prepare_name,keras/backend/theano_backend.py,_prepare_name,5,2,1,2,2,1,18,3,0,0,4,0.0,0.0012961941280708444,0
keras_37_81f6b3aa5b2b_keras/layers/core.py__get_noise_shape_0,keras,37,81f6b3aa5b2b6215a533180e848a3b4dff851d03,keras/layers/core.py:_get_noise_shape,keras/layers/core.py,_get_noise_shape,4,1,0,2,1,1,14,1,0,0,2,0.0,0.0008272207968418341,0
keras_37_81f6b3aa5b2b_tests/keras/engine/test_topology.py_test_preprocess_weights_for_loading_for_model_0,keras,37,81f6b3aa5b2b6215a533180e848a3b4dff851d03,tests/keras/engine/test_topology.py:test_preprocess_weights_for_loading_for_model,tests/keras/engine/test_topology.py,test_preprocess_weights_for_loading_for_model,8,1,0,1,0,7,16,0,1,0,2,0.0,0.0003482763728512713,0
keras_37_81f6b3aa5b2b_keras/engine/training.py__get_deduped_metrics_names_0,keras,37,81f6b3aa5b2b6215a533180e848a3b4dff851d03,keras/engine/training.py:_get_deduped_metrics_names,keras/engine/training.py,_get_deduped_metrics_names,13,3,2,1,1,5,13,2,0,0,3,0.0,0.0004398793649349295,0
keras_37_81f6b3aa5b2b_keras/models.py_legacy_get_config_0,keras,37,81f6b3aa5b2b6215a533180e848a3b4dff851d03,keras/models.py:legacy_get_config,keras/models.py,legacy_get_config,24,4,2,1,1,11,20,1,1,0,3,0.0,0.0017361666145771846,0
keras_37_81f6b3aa5b2b_tests/keras/backend/backend_test.py_check_two_tensor_operation_0,keras,37,81f6b3aa5b2b6215a533180e848a3b4dff851d03,tests/keras/backend/backend_test.py:check_two_tensor_operation,tests/keras/backend/backend_test.py,check_two_tensor_operation,36,8,6,5,0,31,12,9,4,0,14,3.827749446091919e-05,0.002314467308332284,0
keras_37_81f6b3aa5b2b_keras/applications/vgg16.py_VGG16_0,keras,37,81f6b3aa5b2b6215a533180e848a3b4dff851d03,keras/applications/vgg16.py:VGG16,keras/applications/vgg16.py,VGG16,163,16,3,6,1,70,19,0,0,0,1,0.0,0.0006216640307919907,0
keras_37_81f6b3aa5b2b_keras/initializers.py_from_config_0,keras,37,81f6b3aa5b2b6215a533180e848a3b4dff851d03,keras/initializers.py:from_config,keras/initializers.py,from_config,6,2,1,2,1,2,7,0,0,0,1,0.0,0.00034959073659137095,0
keras_38_53ec990d5413_keras/layers/recurrent.py_build_1,keras,38,53ec990d54130dd0a457dd235c93d39de32d571d,keras/layers/recurrent.py:build,keras/layers/recurrent.py,build,53,4,2,2,1,8,10,0,2,0,3,0.0,0.0003441808728247424,1
keras_38_53ec990d5413_examples/lstm_stateful.py_create_model_0,keras,38,53ec990d54130dd0a457dd235c93d39de32d571d,examples/lstm_stateful.py:create_model,examples/lstm_stateful.py,create_model,9,1,0,1,1,6,6,0,0,0,1,0.0,0.0003945045399924878,0
keras_38_53ec990d5413_keras/applications/inception_v3.py_preprocess_input_0,keras,38,53ec990d54130dd0a457dd235c93d39de32d571d,keras/applications/inception_v3.py:preprocess_input,keras/applications/inception_v3.py,preprocess_input,10,1,0,1,1,1,19,0,0,0,1,0.0,0.0004323245264790987,0
keras_38_53ec990d5413_keras/engine/topology.py_losses_0,keras,38,53ec990d54130dd0a457dd235c93d39de32d571d,keras/engine/topology.py:losses,keras/engine/topology.py,losses,28,5,4,1,1,6,20,0,2,0,3,0.0,0.0003426059385802638,0
keras_39_3a431ea52d09_keras/utils/generic_utils.py_update_1,keras,39,3a431ea52d090fb3ef8a1e0e5d7f796d9a42e097,keras/utils/generic_utils.py:update,keras/utils/generic_utils.py,update,114,24,5,4,1,23,12,3,0,0,4,0.0,0.0012900622646113847,1
keras_39_3a431ea52d09_keras/backend/tensorflow_backend.py_batch_flatten_0,keras,39,3a431ea52d090fb3ef8a1e0e5d7f796d9a42e097,keras/backend/tensorflow_backend.py:batch_flatten,keras/backend/tensorflow_backend.py,batch_flatten,13,1,0,1,1,4,19,0,4,0,5,0.0,0.0003397721647741798,0
keras_39_3a431ea52d09_tests/test_model_saving.py_square_fn_0,keras,39,3a431ea52d090fb3ef8a1e0e5d7f796d9a42e097,tests/test_model_saving.py:square_fn,tests/test_model_saving.py,square_fn,2,1,0,1,1,0,14,1,0,0,2,0.0,0.0006531124185182669,0
keras_39_3a431ea52d09_tests/keras/layers/core_test.py_test_lambda_0,keras,39,3a431ea52d090fb3ef8a1e0e5d7f796d9a42e097,tests/keras/layers/core_test.py:test_lambda,tests/keras/layers/core_test.py,test_lambda,84,1,0,0,8,37,11,0,0,0,1,0.0,0.00035825907390637254,0
luigi_1_1164eb6b85b8_luigi/server.py_get_1,luigi,1,1164eb6b85b8a70f596dbb99452bec513e72c12e,luigi/server.py:get,luigi/server.py,get,5,2,1,1,0,3,15,2,2,0,5,0.0,0.0004101371223528671,1
luigi_1_1164eb6b85b8_luigi/contrib/batch.py_get_job_status_0,luigi,1,1164eb6b85b8a70f596dbb99452bec513e72c12e,luigi/contrib/batch.py:get_job_status,luigi/contrib/batch.py,get_job_status,16,2,1,2,1,3,7,1,0,0,2,0.0,0.00024156046091906278,0
luigi_1_1164eb6b85b8_luigi/execution_summary.py__get_set_of_params_0,luigi,1,1164eb6b85b8a70f596dbb99452bec513e72c12e,luigi/execution_summary.py:_get_set_of_params,luigi/execution_summary.py,_get_set_of_params,5,2,1,1,1,2,5,1,0,0,2,0.0,0.00017776849251879945,0
luigi_1_1164eb6b85b8_test/fib_test.py_run_0,luigi,1,1164eb6b85b8a70f596dbb99452bec513e72c12e,test/fib_test.py:run,test/fib_test.py,run,14,5,4,1,0,8,4,1,1,0,3,0.0,0.00033007432800435845,0
luigi_10_f538d1b3d473_luigi/scheduler.py_get_pending_tasks_1,luigi,10,f538d1b3d473d542a19d508e5f7e0809b1dfe5ef,luigi/scheduler.py:get_pending_tasks,luigi/scheduler.py,get_pending_tasks,3,1,0,1,1,2,19,3,1,0,5,0.0,0.0004077315968384732,1
luigi_10_f538d1b3d473_luigi/contrib/hadoop.py_run_reducer_0,luigi,10,f538d1b3d473d542a19d508e5f7e0809b1dfe5ef,luigi/contrib/hadoop.py:run_reducer,luigi/contrib/hadoop.py,run_reducer,8,1,0,3,0,5,32,1,5,0,7,0.0,0.00021536826075920792,0
luigi_10_f538d1b3d473_luigi/contrib/ftp.py___init___0,luigi,10,f538d1b3d473d542a19d508e5f7e0809b1dfe5ef,luigi/contrib/ftp.py:__init__,luigi/contrib/ftp.py,__init__,15,2,1,12,0,2,13,0,0,0,1,0.0,0.00020068751139921539,0
luigi_10_f538d1b3d473_luigi/server.py_initialize_0,luigi,10,f538d1b3d473d542a19d508e5f7e0809b1dfe5ef,luigi/server.py:initialize,luigi/server.py,initialize,2,1,0,2,0,0,17,0,0,0,1,0.0,0.0002071993536260618,0
luigi_11_bf8b5cba573d_luigi/scheduler.py_get_work_1,luigi,11,bf8b5cba573d5d6cd11f7f10a03b458aeaf955c1,luigi/scheduler.py:get_work,luigi/scheduler.py,get_work,153,31,6,6,1,62,19,0,19,0,20,0.0,0.0001979274699096239,1
luigi_11_bf8b5cba573d_test/contrib/opener_test.py_test_s3_parse_0,luigi,11,bf8b5cba573d5d6cd11f7f10a03b458aeaf955c1,test/contrib/opener_test.py:test_s3_parse,test/contrib/opener_test.py,test_s3_parse,9,1,0,2,0,2,8,0,0,0,1,0.0,0.00020414120324313534,0
luigi_11_bf8b5cba573d_luigi/postgres.py_map_column_0,luigi,11,bf8b5cba573d5d6cd11f7f10a03b458aeaf955c1,luigi/postgres.py:map_column,luigi/postgres.py,map_column,10,2,1,2,2,2,10,1,0,0,2,0.0,0.00023335020215683465,0
